seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,ghazard,energy,maxenergy,class
1,1,1,12740,203,-33,-39,1,0,0,0
2,2,2,13040,103,4,-59,1,3000,3000,0
1,2,1,48110,433,92,-13,1,0,0,0
1,1,2,6040,41,-13,-33,1,3300,3000,0
1,1,2,46160,250,-16,15,1,6000,6000,0
1,1,1,24100,197,16,-45,1,0,0,0
1,1,1,144880,361,-46,-52,1,2000,2000,0
1,2,2,7130,105,134,142,2,0,0,0
1,3,1,40750,725,3,18,3,0,0,0
2,1,1,19180,289,-36,-35,1,0,0,0
1,1,1,43660,281,-44,-29,1,700,700,0
1,1,1,628360,636,-37,-58,1,2300,2000,0
2,1,1,16590,324,61,17,1,300,300,0
1,2,1,111510,169,-36,-63,1,5000,3000,0
2,2,2,16470,661,60,88,1,0,0,0
2,2,1,18580,121,-31,-59,1,1200,800,0
1,3,1,106030,988,148,49,2,0,0,0
2,1,1,12030,308,-16,-26,1,0,0,0
2,1,1,311200,1147,-38,-62,1,14400,9000,0
1,1,1,1062280,1982,-27,-27,1,5200,5000,0
1,3,1,26590,552,-34,-13,3,0,0,0
2,2,1,47670,507,40,-11,1,0,0,0
2,1,2,6970,154,-33,-25,1,0,0,0
1,1,1,7000,131,-40,-56,1,1000,1000,0
1,2,1,45560,591,79,33,1,0,0,0
1,1,2,28020,51,12,-14,1,0,0,0
1,2,1,22260,493,-13,11,1,900,900,0
1,1,2,4140,186,-67,-26,1,0,0,0
2,1,1,12950,428,-38,-31,1,0,0,0
1,1,2,2890,28,2,-30,1,0,0,0
2,1,1,16940,288,47,18,1,0,0,0
1,1,1,63950,297,11,-6,1,0,0,0
1,2,1,14180,348,-24,-44,1,0,0,0
2,1,1,645750,2035,7,6,1,63800,40000,0
1,1,2,6760,24,-37,-40,1,0,0,0
1,1,2,129740,306,-39,-44,1,0,0,0
1,2,1,22990,395,-8,-12,1,0,0,0
1,1,1,182210,1766,63,63,1,17800,7000,0
1,1,1,33310,274,-30,-27,1,6800,3000,0
1,1,1,15080,306,-56,-48,1,0,0,0
1,2,1,10220,434,-45,-14,1,0,0,0
1,2,1,148160,1282,1,0,1,1300,900,0
2,1,1,20670,376,-25,-10,1,0,0,0
1,1,1,14080,172,-38,-65,1,0,0,0
2,1,1,16330,270,7,-14,1,0,0,0
1,1,2,28710,454,207,40,1,4000,4000,0
1,1,1,31040,322,-10,1,1,9000,4000,0
2,2,2,19760,445,114,101,1,0,0,0
1,1,1,37640,596,37,58,1,0,0,0
1,2,1,13930,423,-26,-32,1,0,0,0
1,1,2,144520,407,-34,-27,1,3000,3000,0
1,2,1,23710,387,-32,-31,1,1000,1000,0
1,2,1,45450,491,63,2,1,400,400,0
1,2,1,25710,365,-25,-33,1,10000,10000,0
1,1,1,9710,248,-72,-57,1,0,0,0
1,2,2,19040,50,7,0,1,0,0,0
1,1,2,39510,204,12,40,1,5000,5000,0
2,2,2,9530,178,-24,-29,1,0,0,0
2,2,1,65960,496,164,-1,1,2200,2000,0
2,2,1,289580,1986,-38,2,1,54000,50000,0
1,2,1,58570,481,110,0,1,400,400,0
2,1,1,163510,1534,13,23,1,72000,70000,0
1,1,1,22890,283,104,23,1,0,0,0
2,2,1,36650,414,41,-14,1,0,0,0
1,2,2,20250,45,13,-10,1,0,0,0
2,1,1,28910,307,115,20,1,0,0,0
1,3,1,34360,730,10,39,3,0,0,0
1,1,2,2870,21,-2,-48,1,0,0,0
2,1,1,25400,398,-29,-8,1,6000,4000,0
1,2,1,14980,267,-7,9,1,0,0,0
1,1,2,4720,186,-62,-26,1,0,0,0
1,2,2,3410,33,-62,-32,1,0,0,0
1,1,1,38230,835,61,63,1,0,0,0
2,1,1,65490,735,60,72,1,72000,60000,0
1,1,1,395110,1043,46,40,1,6000,2000,0
1,2,1,11630,481,-27,21,1,0,0,0
1,2,2,5630,98,64,86,1,0,0,0
1,1,1,122030,211,-42,-42,1,500,500,0
2,1,1,23860,389,-24,-13,1,40000,40000,0
1,1,2,10040,300,7,-7,1,0,0,0
1,1,1,8450,121,-63,-70,1,0,0,0
2,2,1,44410,1113,-12,52,1,4000,4000,0
1,2,1,39410,1146,12,9,1,3000,3000,0
2,2,1,52380,469,101,-3,1,20000,20000,0
1,2,1,32670,476,103,95,1,800,800,0
1,1,2,1920,32,-29,-20,1,0,0,0
1,2,1,21520,477,-32,-5,1,0,0,0
2,2,1,108260,891,-12,-7,1,6000,3000,0
1,2,1,56350,999,26,19,1,1000,800,0
1,1,2,5030,125,-28,-29,1,0,0,0
1,1,2,7920,248,-23,-28,1,0,0,0
1,1,1,12610,157,-61,-52,1,2000,2000,0
1,1,1,37580,574,33,23,1,0,0,0
1,2,2,44730,79,-58,-49,1,0,0,0
2,2,1,15210,527,-64,-56,1,0,0,0
2,1,1,25940,233,-31,-37,1,15400,7000,0
1,1,2,104390,331,91,29,1,0,0,0
2,1,2,17620,557,91,151,1,300,300,0
2,1,1,53660,627,97,33,1,2100,1000,0
1,1,1,15160,180,-33,-55,1,500,500,0
2,2,1,31240,836,-7,-9,2,2000,2000,0
2,2,1,286300,1381,-49,-41,1,0,0,0
1,1,1,64920,690,103,7,1,1000,1000,0
1,1,1,54980,115,-72,-66,1,600,600,0
1,2,1,8690,251,-34,-23,2,0,0,0
1,2,2,14670,44,23,10,1,0,0,0
1,1,1,87700,935,-53,-49,1,1600,1000,0
1,1,2,7400,25,-12,-38,1,0,0,0
1,1,1,36930,534,14,-13,1,0,0,0
1,1,2,8180,273,-28,12,1,0,0,0
2,1,1,63560,317,198,-33,1,0,0,0
1,1,2,18790,322,101,0,1,0,0,0
1,1,2,9280,294,35,71,1,0,0,0
2,1,1,172250,1250,-43,-50,1,73000,70000,0
1,2,2,7970,44,-32,-15,1,0,0,0
1,1,1,30750,508,-4,-21,1,0,0,0
1,2,2,15290,436,75,47,1,0,0,0
1,1,1,26660,486,-1,12,1,0,0,0
1,2,2,6790,238,-37,-2,1,0,0,0
1,2,1,532290,2055,-4,-19,1,4000,2000,0
1,1,1,34390,646,6,22,1,0,0,0
1,1,1,17860,200,-44,-50,1,4200,4000,0
2,1,2,12150,118,-52,-36,1,3000,3000,0
1,2,1,936850,1737,24,17,1,2600,2000,0
1,2,2,9450,349,1,12,1,0,0,0
2,2,1,42700,700,53,49,1,400,400,0
1,1,2,28460,117,-45,-45,1,0,0,0
1,1,1,715390,1923,36,36,1,300,300,0
1,1,2,1950,19,-26,-52,1,0,0,0
2,2,1,81600,628,-1,75,1,44000,40000,0
2,1,1,37670,488,19,-41,1,0,0,0
2,2,1,25180,592,39,24,1,0,0,0
1,1,2,16630,81,-65,-59,1,0,0,0
1,1,1,24970,325,-35,-26,1,4000,3000,0
1,1,2,4080,19,73,-52,1,0,0,0
1,2,1,14570,326,-8,-18,1,0,0,0
2,1,1,108010,889,-70,-60,1,41200,30000,0
2,1,2,5520,171,-38,-8,1,0,0,0
1,1,1,576040,1541,-24,-22,1,900,900,0
1,1,2,11780,159,-7,-35,1,300,300,0
2,1,1,5890,166,-60,-56,1,0,0,0
1,1,1,21670,132,-31,-34,1,3400,2000,0
1,1,2,2970,50,-95,-87,1,0,0,0
1,1,2,22470,307,98,26,1,300,300,0
2,1,1,833660,2493,22,32,1,11000,6000,0
1,1,2,5130,115,-55,-49,1,0,0,0
1,3,2,33530,747,338,215,3,1000,1000,0
1,2,1,111950,997,-8,-13,1,4400,3000,0
2,2,1,61310,931,274,227,2,3000,3000,0
2,1,1,19370,715,44,85,1,0,0,0
2,2,1,31610,860,10,12,1,0,0,0
2,1,1,47840,594,106,27,1,0,0,0
1,1,2,9010,255,-28,2,1,0,0,0
1,1,1,27350,602,-1,25,1,200,200,0
2,2,1,24500,488,-9,7,1,0,0,0
1,2,2,11550,204,8,-16,1,600,600,0
1,1,1,4150,262,-64,-49,1,0,0,0
2,1,1,18980,247,-16,-34,1,0,0,0
1,2,2,20020,49,88,22,2,0,0,0
2,2,1,48130,1330,163,163,2,0,0,0
1,1,2,11380,290,0,30,1,0,0,0
1,1,2,4050,34,-31,-37,1,600,600,0
1,1,1,95020,859,-20,-25,1,600,600,0
1,1,2,3030,29,15,-28,1,0,0,0
1,1,2,920,9,-71,-78,1,0,0,0
2,2,2,24020,462,-4,-26,2,0,0,0
2,1,2,28290,478,126,91,1,0,0,0
1,1,2,5780,163,-36,-25,1,0,0,0
1,2,1,16940,455,-1,6,1,30000,30000,0
1,1,2,1400,51,-88,-78,1,0,0,0
2,1,2,27200,402,118,61,1,0,0,0
1,2,2,60460,191,56,29,1,0,0,0
1,1,2,22300,55,2,17,1,0,0,0
2,2,1,35290,754,-16,-36,1,0,0,0
1,1,1,8620,239,-58,-31,1,0,0,0
2,1,1,31450,286,47,-40,1,0,0,0
2,2,1,33960,593,29,28,2,4000,4000,0
2,1,1,8610,79,-74,-69,1,5000,5000,0
1,1,1,120690,150,-18,-43,1,0,0,0
1,1,2,9220,277,-2,-11,1,0,0,0
2,2,1,20160,317,-30,-28,1,300,300,0
1,1,2,2920,16,13,-60,1,0,0,0
2,2,1,15760,570,-40,23,2,300,300,0
1,2,2,5940,182,-41,-21,1,0,0,0
2,1,1,73420,1202,53,96,1,30200,20000,0
1,1,2,9260,266,-23,8,1,0,0,0
1,2,2,17670,255,130,56,1,0,0,0
1,1,1,19240,370,-43,-31,1,0,0,0
2,1,2,136810,746,-41,-47,1,40000,40000,0
1,1,1,42010,601,40,17,1,0,0,0
1,1,1,12750,235,-10,-10,1,0,0,0
1,2,1,32050,645,7,56,1,300,300,0
1,2,1,253510,2069,98,76,1,7100,4000,0
1,1,1,95050,860,-16,-22,1,5000,3000,0
1,1,1,35200,93,-55,-48,1,5000,5000,0
2,2,2,4330,160,-65,-36,1,0,0,0
1,2,1,19340,218,18,-19,1,3000,3000,0
1,1,1,443740,1321,20,10,1,0,0,0
2,1,1,76200,766,166,71,1,0,0,0
2,1,1,38330,1042,-1,-3,1,600,600,0
2,1,1,30130,403,-15,-27,1,0,0,0
2,2,2,4600,105,-63,-58,1,0,0,0
2,1,1,13600,368,-11,20,1,800,800,0
1,1,2,7330,102,5,-42,1,0,0,0
2,1,2,12340,125,-88,-79,1,400,400,0
1,1,2,5090,35,63,-12,1,0,0,0
2,1,2,15600,548,67,83,1,0,0,0
1,1,2,20740,510,66,104,1,0,0,0
1,1,1,28140,443,-6,-14,1,0,0,0
1,1,1,10590,256,-19,-2,1,0,0,0
2,1,1,29370,694,0,40,1,0,0,0
2,1,1,13520,528,-42,-23,1,0,0,0
2,1,2,18840,434,126,158,1,300000,300000,0
2,2,1,127770,1141,7,24,1,44400,40000,0
1,1,2,1480,7,-54,-82,1,0,0,0
1,2,2,7440,130,-26,-43,1,0,0,0
1,1,1,40420,269,-42,-31,1,0,0,0
1,2,1,121870,935,-15,-26,1,900,500,0
1,1,1,17910,86,-85,-79,1,12000,6000,0
1,3,1,53180,1048,34,70,3,0,0,0
1,1,1,10160,437,-40,-21,1,0,0,0
2,2,1,393140,1685,-2,2,1,5200,4000,0
2,2,2,13010,322,26,-15,2,0,0,0
1,2,1,7920,178,-53,-30,1,0,0,0
1,2,1,15180,196,-3,-21,1,0,0,0
1,2,2,2410,109,-76,-69,1,0,0,0
1,1,2,46300,197,-69,-63,1,5000,5000,0
2,1,1,42640,576,264,150,1,0,0,0
1,1,2,8050,30,-81,-78,1,0,0,0
1,2,1,25490,546,-18,2,1,0,0,0
1,1,2,43650,334,38,90,1,0,0,0
2,1,1,25550,451,-8,-47,1,0,0,0
2,2,1,80040,751,-37,-19,1,1600,1000,0
2,1,1,52990,483,54,39,1,71300,50000,0
2,1,1,26170,388,23,-19,1,0,0,0
1,1,2,780,6,-70,-85,1,0,0,0
2,1,1,452730,1349,-34,-31,1,64000,30000,0
1,1,1,56810,285,-35,-27,1,6100,2000,0
1,2,1,44800,350,253,52,2,0,0,0
2,2,2,10690,367,182,227,1,0,0,0
1,2,2,8060,57,-81,-86,1,3000,3000,0
1,1,2,43600,194,-48,-48,1,0,0,0
1,1,2,720,2,-62,-95,1,0,0,0
1,1,1,24160,362,-23,-32,1,0,0,0
2,2,1,1446770,1471,13,5,1,0,0,0
1,3,1,151920,1132,255,71,2,20300,20000,0
1,1,2,5770,45,-86,-89,1,2000,2000,0
1,2,1,12600,266,-60,-47,1,0,0,0
2,1,1,34020,858,60,38,1,0,0,0
1,1,1,20500,717,82,157,1,0,0,0
1,1,1,33560,590,194,111,1,0,0,0
1,1,1,26280,404,-13,-18,1,0,0,0
1,1,1,17220,529,-50,-41,1,0,0,0
2,1,1,118120,1716,-33,-14,1,20000,20000,0
2,1,1,24490,237,-51,-42,1,1000,500,0
1,1,2,53320,203,-31,-39,1,4000,4000,0
1,2,2,9430,123,22,-38,1,400,400,0
1,2,2,48440,76,86,11,1,0,0,0
2,1,1,23490,595,76,54,1,1000,1000,0
2,1,1,734930,2062,-29,1,1,4800,4000,0
1,1,1,49430,434,1,9,1,1500,800,0
1,2,1,28780,1294,-18,26,1,0,0,0
2,2,1,20080,370,-24,-20,2,0,0,0
2,2,2,10110,531,-2,51,1,0,0,0
2,1,1,358490,1231,-36,-58,1,400,400,0
1,1,2,9890,210,-21,-16,1,0,0,0
1,1,2,3380,14,37,-65,1,0,0,0
1,2,2,5880,175,-40,-24,1,0,0,0
1,2,2,6790,67,34,50,1,0,0,0
1,1,1,27320,414,220,79,1,200,200,0
1,2,1,225040,575,-3,5,1,7000,6000,0
2,1,1,58660,728,87,63,1,2400,2000,0
1,1,2,38800,38,17,-45,1,1700,1000,0
2,1,2,11210,323,-10,29,1,0,0,0
2,2,2,6930,68,-45,-73,1,0,0,0
1,2,2,3110,164,-73,-54,1,0,0,0
2,1,1,45170,557,9,59,1,70700,70000,0
1,1,1,55230,904,57,56,1,0,0,0
2,1,1,24400,352,-10,-25,1,2000,2000,0
1,2,1,12180,351,-24,44,1,0,0,0
1,1,1,48530,485,90,87,1,1300,1000,0
1,2,1,54900,426,120,-15,1,0,0,0
2,2,2,20340,271,16,93,1,202000,200000,0
2,1,1,26330,386,13,-18,1,0,0,0
1,1,2,117040,328,-57,-45,1,2000,2000,0
1,1,2,4490,177,-60,-49,1,0,0,0
2,2,1,19430,453,5,-8,1,600,600,0
1,1,1,716630,1677,-8,14,1,700,500,0
1,1,2,18040,317,95,43,1,0,0,0
2,1,1,22910,629,72,62,1,0,0,0
2,1,1,30060,1135,29,66,1,0,0,0
1,2,2,24550,62,44,23,1,0,0,0
1,2,1,1127430,3031,58,90,1,300,300,0
2,1,1,71650,1173,-53,-40,1,7000,7000,0
2,2,2,38060,486,357,189,2,0,0,0
1,1,1,498960,1447,30,17,1,900,900,0
2,3,1,974430,1828,20,20,1,20600,20000,0
1,1,2,6390,138,-29,-36,1,0,0,0
1,1,2,58200,219,-27,-38,1,3000,3000,0
1,1,2,7370,110,-63,-46,1,0,0,0
2,1,1,26780,1003,99,160,1,60000,60000,0
1,1,1,43380,693,83,36,1,0,0,0
2,2,1,64490,755,120,55,1,0,0,0
2,2,1,59380,949,27,30,1,26600,20000,0
1,2,1,15740,278,8,-24,2,3000,3000,0
2,1,1,195950,1913,38,40,1,2700,1000,0
1,1,1,30000,631,-9,17,1,8300,8000,0
2,2,1,32780,677,15,8,2,10000,10000,0
2,2,1,9130,68,-64,-75,1,2000,1000,0
1,1,2,12070,296,0,20,1,100,100,0
1,1,1,314100,904,-41,-37,1,0,0,0
1,1,1,36520,209,-55,-81,1,9800,9000,0
2,1,1,151660,900,-25,-33,1,67700,30000,0
1,1,2,1330,54,-88,-76,1,0,0,0
2,1,1,14390,455,-50,-8,1,1000,1000,0
2,1,2,10820,524,16,75,1,0,0,0
2,1,1,81410,785,432,151,2,0,0,0
1,2,1,197620,406,19,-16,1,0,0,0
2,1,1,45910,656,69,39,1,0,0,0
1,2,1,20720,284,13,-11,1,0,0,0
1,2,1,8720,175,-48,-31,1,0,0,0
1,1,1,67040,785,111,84,1,1600,900,0
1,2,2,5380,90,-18,58,1,2000,2000,0
2,1,1,56060,600,140,27,1,0,0,0
1,1,1,12140,317,8,38,1,0,0,0
2,2,2,7590,233,-27,-38,2,0,0,0
2,2,2,11040,316,191,181,1,0,0,0
2,2,1,22010,380,-11,-16,2,0,0,0
1,1,2,14020,251,50,-22,1,0,0,0
1,1,1,27230,430,-14,-18,1,0,0,0
1,1,1,38820,647,259,137,1,0,0,0
1,2,1,28130,304,15,-28,1,6000,6000,0
1,1,1,40770,522,36,2,1,8000,8000,0
1,2,2,48650,73,-51,-51,1,0,0,0
2,1,1,593950,1972,-13,-2,1,32800,30000,0
1,2,2,54770,1913,445,450,3,0,0,0
1,1,2,3610,16,-69,-60,1,0,0,0
1,1,2,41120,132,-21,-43,1,0,0,0
2,2,1,23260,746,27,48,2,0,0,0
1,1,1,274170,997,15,34,1,0,0,0
2,1,1,14660,229,-3,-25,1,0,0,0
1,1,2,10670,223,47,38,1,0,0,0
1,2,2,10210,394,169,251,1,0,0,0
1,2,1,69880,855,144,72,1,1200,800,0
1,1,1,33310,541,40,18,1,0,0,0
1,2,2,22610,242,193,30,1,0,0,0
2,1,1,44960,1172,115,88,1,200,200,0
1,2,2,9450,325,0,3,1,0,0,0
1,2,2,53380,108,-13,-8,1,1700,1000,0
1,1,1,317360,1068,-36,-44,1,0,0,0
2,1,1,53700,573,87,16,1,0,0,0
1,1,1,11890,475,23,10,1,0,0,0
2,1,1,39760,211,-38,-39,1,1600,900,0
2,2,1,77870,271,626,18,2,0,0,0
2,2,2,9910,431,-4,22,1,0,0,0
1,1,1,8160,148,-51,-57,1,300,300,0
2,1,1,35830,407,54,-13,1,0,0,0
1,1,1,37270,293,-31,-23,1,6200,4000,0
1,1,1,60100,94,-43,-52,1,1000,800,0
1,1,1,21900,370,-27,-28,1,0,0,0
2,1,1,27740,443,81,41,1,0,0,0
1,2,1,19300,509,60,69,2,0,0,0
1,1,2,5180,167,-43,-10,1,0,0,0
1,2,1,147570,259,-30,-31,1,2000,1000,0
1,1,2,16480,44,-14,-20,1,0,0,0
1,2,1,20260,722,-19,-42,1,0,0,0
1,1,1,96760,1125,197,84,1,0,0,0
1,1,2,6980,85,0,-49,1,0,0,0
1,1,1,303610,1034,-26,-21,1,0,0,0
2,1,1,34140,792,19,0,1,500,500,0
2,1,1,14300,431,0,4,1,8000,6000,0
1,1,2,1070,17,-73,-65,1,0,0,0
1,2,2,175660,251,76,72,1,0,0,0
1,1,2,11020,589,10,69,1,0,0,0
2,2,1,41230,487,152,70,1,400,400,0
1,2,1,36460,902,4,-14,1,0,0,0
1,1,1,11740,46,-90,-96,1,4000,4000,0
2,1,1,37560,493,149,61,1,200,200,0
1,1,2,1380,56,-49,40,1,0,0,0
1,1,2,3330,17,26,-58,1,0,0,0
1,1,1,23160,393,-34,-28,1,0,0,0
1,1,2,5280,294,-40,-1,1,0,0,0
2,1,1,18470,505,-38,2,1,0,0,0
1,1,2,8100,300,-12,35,1,0,0,0
1,2,1,691310,1416,-14,-6,1,0,0,0
1,2,2,24750,62,-1,28,1,2000,2000,0
2,2,2,25390,861,176,182,2,0,0,0
1,1,2,56960,200,-70,-58,1,0,0,0
1,2,1,23820,525,63,44,2,0,0,0
2,2,1,37590,1115,146,153,2,40000,40000,0
1,1,1,25750,494,9,-3,1,0,0,0
1,2,1,84880,807,233,82,1,800,800,0
2,1,1,46520,1587,25,52,1,0,0,0
1,1,2,3990,231,66,98,1,0,0,0
1,2,1,29160,435,-2,-1,1,0,0,0
1,1,2,20150,64,-51,-62,1,5000,5000,0
1,1,2,650,80,-82,-28,1,0,0,0
2,2,1,31160,623,-6,20,1,400,400,0
2,2,1,17730,568,-1,24,1,0,0,0
1,2,1,32110,427,9,2,1,200,200,0
2,1,1,197590,2804,20,44,1,4700,800,0
1,2,1,32270,631,8,52,1,500,500,0
2,1,1,42060,740,43,49,1,0,0,0
1,1,2,5480,236,-20,37,1,0,0,0
2,1,2,7510,141,-15,-24,1,0,0,0
1,1,2,4410,76,-23,53,1,0,0,0
1,1,1,1310730,1504,13,9,1,4200,4000,0
2,1,1,55890,1204,-3,34,1,149000,80000,0
2,1,1,26860,282,-46,-44,1,5000,3000,0
1,1,1,65760,772,177,68,1,0,0,0
1,1,2,15400,24,-59,-69,1,1000,1000,0
1,1,1,17180,310,-50,-47,1,0,0,0
1,2,2,39280,726,214,190,1,0,0,0
1,1,1,372770,975,37,32,1,1400,700,0
1,1,1,21060,106,-61,-82,1,0,0,0
2,2,1,43900,853,24,48,1,80000,80000,0
2,1,1,186280,1921,39,51,1,72500,70000,0
2,1,1,48980,1007,54,21,1,0,0,0
1,1,2,2650,18,7,-55,1,0,0,0
2,2,1,24370,428,-16,-3,1,2000,2000,0
1,1,2,3430,23,27,-42,1,0,0,0
1,1,2,8680,188,31,7,1,0,0,0
1,1,1,11660,209,-47,-43,1,400,400,0
2,2,1,50860,982,178,94,2,0,0,0
1,1,2,5310,287,-58,15,1,0,0,0
2,1,1,41060,555,30,27,1,0,0,0
1,3,2,25050,678,227,186,3,0,0,0
1,2,2,67480,141,-10,-44,1,2800,2000,0
1,2,1,26860,319,5,-37,1,0,0,0
1,1,2,16210,44,-37,-6,1,9000,9000,0
1,3,1,43740,1056,9,66,3,0,0,0
1,1,2,10970,342,17,9,1,500,500,0
1,1,2,3960,35,-14,-27,1,1000,1000,0
1,2,2,36380,222,-32,-2,1,4000,4000,0
2,1,2,4400,120,-57,-36,1,0,0,0
1,1,2,5050,55,99,38,1,0,0,0
1,2,1,38360,759,29,83,1,7000,7000,0
2,2,1,34090,601,14,16,1,0,0,0
1,1,2,64930,273,-35,-33,1,5000,5000,0
1,2,2,20840,52,-14,-3,1,0,0,0
2,1,1,94740,732,-79,-73,1,21000,20000,0
1,1,1,207930,614,-6,18,1,1000,700,0
1,1,2,4720,26,73,-35,1,0,0,0
1,1,2,8390,33,262,-65,1,0,0,0
1,1,1,32220,513,-8,-6,1,2300,2000,0
1,1,2,1150,6,-59,-85,1,0,0,0
1,2,1,60910,882,55,62,1,303000,300000,0
1,1,2,77540,174,-75,-73,1,0,0,0
1,2,2,155540,363,74,79,1,0,0,0
2,1,1,44600,591,64,75,1,2000,2000,0
1,1,2,6320,32,11,-38,1,4000,4000,0
